"unit_name","province","google_criteria_id","google_name","google_canonical_name","google_target_type"
"Santiago del Teide, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9257314","Santiago del Teide","Santiago del Teide,Canary Islands,Spain","Municipality"
"Santiponce, Sevilla","Sevilla","9210750","Santiponce","Santiponce,Andalusia,Spain","Municipality"
"Santo Domingo de la Calzada, La Rioja","La Rioja","9207234","Santo Domingo de la Calzada","Santo Domingo de la Calzada,La Rioja,Spain","Municipality"
"Santomera, Murcia","Murcia","9049206","Santomera","Santomera,Region of Murcia,Spain","City"
"Santoña, Cantabria","Cantabria","9049207","Santona","Santona,Cantabria,Spain","City"
"Santpedor, Barcelona","Barcelona","9231866","Santpedor","Santpedor,Catalonia,Spain","Municipality"
"Sanxenxo, Pontevedra","Pontevedra","9216056","Sanxenxo","Sanxenxo,Galicia,Spain","Municipality"
"Sarria, Lugo","Lugo","9213363","Sarria","Sarria,Galicia,Spain","Municipality"
"Sayalonga, Málaga","Málaga","9049208","Sayalonga","Sayalonga,Andalusia,Spain","City"
"Segorbe, Castellón","Castellón","9049209","Segorbe","Segorbe,Valencian Community,Spain","City"
"Segovia, Segovia","Segovia","1005528","Segovia","Segovia,Castile and Leon,Spain","City"
"Selva, Baleares","Baleares","9212015","Selva","Selva,Balearic Islands,Spain","Municipality"
"Sencelles, Baleares","Baleares","9219350","Sencelles","Sencelles,Balearic Islands,Spain","Municipality"
"Serón, Almería","Almería","9212350","Seron","Seron,Andalusia,Spain","Municipality"
"Ses Salines, Baleares","Baleares","9217118","Ses Salines","Ses Salines,Balearic Islands,Spain","Municipality"
"Seseña, Toledo","Toledo","9231324","Sesena","Sesena,Castile-La Mancha,Spain","City"
"Sestao, Vizcaya","Vizcaya","9215516","Sestao","Sestao,Basque Country,Spain","Municipality"
"Sevilla la Nueva, Madrid","Madrid","9219563","Sevilla la Nueva","Sevilla la Nueva,Community of Madrid,Spain","Municipality"
"Sevilla, Sevilla","Sevilla","9220037","Municipality of Seville","Municipality of Seville,Andalusia,Spain","Municipality"
"Siero, Asturias","Asturias","9207650","Municipality of Siero","Municipality of Siero,Asturias,Spain","Municipality"
"Silla, Valencia","Valencia","9233347","Silla","Silla,Valencian Community,Spain","Municipality"
"Silleda, Pontevedra","Pontevedra","9217850","Silleda","Silleda,Galicia,Spain","Municipality"
"Simancas, Valladolid","Valladolid","9220497","Simancas","Simancas,Castile and Leon,Spain","Municipality"
"Sineu, Baleares","Baleares","9210254","Sineu","Sineu,Balearic Islands,Spain","Municipality"
"Sitges, Barcelona","Barcelona","9220582","Sitges","Sitges,Catalonia,Spain","Municipality"
"Socuéllamos, Ciudad Real","Ciudad Real","9258842","Socuellamos","Socuellamos,Castile-La Mancha,Spain","Municipality"
"Sollana, Valencia","Valencia","9049211","Sollana","Sollana,Valencian Community,Spain","City"
"Solsona, Lleida","Lleida","9263218","Solsona","Solsona,Catalonia,Spain","Municipality"
"Son Servera, Baleares","Baleares","9213931","Son Servera","Son Servera,Balearic Islands,Spain","Municipality"
"Soria, Soria","Soria","1005454","Soria","Soria,Castile and Leon,Spain","City"
"Sotalbo, Ávila","Ávila","9215208","Sotalbo","Sotalbo,Castile and Leon,Spain","Municipality"
"Sotillo de la Adrada, Ávila","Ávila","9243097","Sotillo de la Adrada","Sotillo de la Adrada,Castile and Leon,Spain","Municipality"
"Soto del Barco, Asturias","Asturias","9211237","Soto del Barco","Soto del Barco,Asturias,Spain","Municipality"
"Soto del Real, Madrid","Madrid","9253072","Soto del Real","Soto del Real,Community of Madrid,Spain","City"
"Sueca, Valencia","Valencia","9217415","Sueca","Sueca,Valencian Community,Spain","Municipality"
"Sóller, Baleares","Baleares","9222418","Soller","Soller,Balearic Islands,Spain","Municipality"
"Súria, Barcelona","Barcelona","9243049","Suria","Suria,Catalonia,Spain","Municipality"
"Taboada, Lugo","Lugo","9221390","Taboada","Taboada,Galicia,Spain","Municipality"
"Tacoronte, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9244101","Tacoronte","Tacoronte,Canary Islands,Spain","Municipality"
"Talavera de la Reina, Toledo","Toledo","9195643","Talavera de la Reina","Talavera de la Reina,Castile-La Mancha,Spain","City"
"Tapia de Casariego, Asturias","Asturias","9218468","Tapia de Casariego","Tapia de Casariego,Asturias,Spain","Municipality"
"Tarancón, Cuenca","Cuenca","9224382","Tarancon","Tarancon,Castile-La Mancha,Spain","Municipality"
"Tarifa, Cádiz","Cádiz","9211615","Tarifa","Tarifa,Andalusia,Spain","Municipality"
"Tarragona, Tarragona","Tarragona","9258242","Municipality of Tarragona","Municipality of Tarragona,Catalonia,Spain","Municipality"
"Teià, Barcelona","Barcelona","9212588","Teia","Teia,Catalonia,Spain","City"
"Telde, Las Palmas","Las Palmas","9215056","Municipality of Telde","Municipality of Telde,Canary Islands,Spain","Municipality"
"Tembleque, Toledo","Toledo","1005534","Tembleque","Tembleque,Castile-La Mancha,Spain","City"
"Teo, A Coruña","A Coruña","9219982","Teo","Teo,Galicia,Spain","Municipality"
"Teror, Las Palmas","Las Palmas","9222542","Teror","Teror,Canary Islands,Spain","Municipality"
"Terrassa, Barcelona","Barcelona","9212999","Municipality of Terrassa","Municipality of Terrassa,Catalonia,Spain","Municipality"
"Teruel, Teruel","Teruel","9049218","Teruel","Teruel,Aragon,Spain","City"
"Tineo, Asturias","Asturias","9216873","Tineo","Tineo,Asturias,Spain","Municipality"
"Tocina, Sevilla","Sevilla","9221429","Tocina","Tocina,Andalusia,Spain","Municipality"
"Toledo, Toledo","Toledo","1005460","Toledo","Toledo,Castile-La Mancha,Spain","City"
"Tolosa, Guipúzcoa","Guipúzcoa","9049085","Tolosa","Tolosa,Basque Country,Spain","City"
"Tomares, Sevilla","Sevilla","1005422","Tomares","Tomares,Andalusia,Spain","City"
"Tomelloso, Ciudad Real","Ciudad Real","9049219","Tomelloso","Tomelloso,Castile-La Mancha,Spain","City"
"Tona, Barcelona","Barcelona","9236179","Tona","Tona,Catalonia,Spain","Municipality"
"Tordoia, A Coruña","A Coruña","9216655","Tordoia","Tordoia,Galicia,Spain","Municipality"
"Torelló, Barcelona","Barcelona","9210239","Torello","Torello,Catalonia,Spain","City"
"Toro, Zamora","Zamora","9249777","Toro","Toro,Castile and Leon,Spain","City"
"Torre-Pacheco, Murcia","Murcia","9209301","Torre-Pacheco","Torre-Pacheco,Region of Murcia,Spain","City"
"Torredonjimeno, Jaén","Jaén","9049221","Torredonjimeno","Torredonjimeno,Andalusia,Spain","City"
"Torrejón de Ardoz, Madrid","Madrid","1005496","Torrejon de Ardoz","Torrejon de Ardoz,Community of Madrid,Spain","City"
"Torrejón de la Calzada, Madrid","Madrid","9239446","Torrejon de la Calzada","Torrejon de la Calzada,Community of Madrid,Spain","Municipality"
"Torrejón del Rey, Guadalajara","Guadalajara","9244405","Torrejon del Rey","Torrejon del Rey,Castile-La Mancha,Spain","Municipality"
"Torrelaguna, Madrid","Madrid","1005497","Torrelaguna","Torrelaguna,Community of Madrid,Spain","City"
"Torrelavega, Cantabria","Cantabria","9049222","Torrelavega","Torrelavega,Cantabria,Spain","City"
"Torrelodones, Madrid","Madrid","9190106","Municipality of Torrelodones","Municipality of Torrelodones,Community of Madrid,Spain","Municipality"
"Torremolinos, Málaga","Málaga","9222292","Municipality of Torremolinos","Municipality of Torremolinos,Andalusia,Spain","Municipality"
"Torrent, Valencia","Valencia","9243986","Municipality of Torrent","Municipality of Torrent,Valencian Community,Spain","Municipality"
"Torres de la Alameda, Madrid","Madrid","9256471","Torres de la Alameda","Torres de la Alameda,Community of Madrid,Spain","Municipality"
"Torrevieja, Alicante","Alicante","9241443","Torrevieja","Torrevieja,Valencian Community,Spain","Municipality"
"Torrijos, Toledo","Toledo","9216816","Torrijos","Torrijos,Castile-La Mancha,Spain","City"
"Torroella de Montgrí, Girona","Girona","9253436","Torroella de Montgri","Torroella de Montgri,Catalonia,Spain","Municipality"
"Tortosa, Tarragona","Tarragona","9049225","Tortosa","Tortosa,Catalonia,Spain","City"
"Tossa de Mar, Girona","Girona","9260214","Tossa de Mar","Tossa de Mar,Catalonia,Spain","Municipality"
"Totana, Murcia","Murcia","9049226","Totana","Totana,Region of Murcia,Spain","City"
"Tres Cantos, Madrid","Madrid","9049227","Tres Cantos","Tres Cantos,Community of Madrid,Spain","City"
"Tudela de Duero, Valladolid","Valladolid","9226731","Tudela de Duero","Tudela de Duero,Castile and Leon,Spain","Municipality"
"Tui, Pontevedra","Pontevedra","9241072","Tui","Tui,Galicia,Spain","Municipality"
"Turre, Almería","Almería","9049228","Turre","Turre,Andalusia,Spain","City"
"Tàrrega, Lleida","Lleida","9049217","Tarrega","Tarrega,Catalonia,Spain","City"
"Tías, Las Palmas","Las Palmas","9258835","Tias","Tias,Canary Islands,Spain","City"
"Ubrique, Cádiz","Cádiz","9245636","Ubrique","Ubrique,Andalusia,Spain","Municipality"
"Umbrete, Sevilla","Sevilla","9247641","Umbrete","Umbrete,Andalusia,Spain","Municipality"
"Urduña-Orduña, Álava","Álava","9221151","Urduna / Orduna","Urduna / Orduna,Basque Country,Spain","Municipality"
"Urnieta, Guipúzcoa","Guipúzcoa","1005522","Urnieta","Urnieta,Basque Country,Spain","City"
"Utebo, Zaragoza","Zaragoza","9049231","Utebo","Utebo,Aragon,Spain","City"
"Utrera, Sevilla","Sevilla","9049232","Utrera","Utrera,Andalusia,Spain","City"
"Vacarisses, Barcelona","Barcelona","9222479","Vacarisses","Vacarisses,Catalonia,Spain","Municipality"
"Val do Dubra, A Coruña","A Coruña","9217904","Val do Dubra","Val do Dubra,Galicia,Spain","Municipality"
"Valdeavero, Madrid","Madrid","9240729","Valdeavero","Valdeavero,Community of Madrid,Spain","Municipality"
"Valdemorillo, Madrid","Madrid","9243406","Valdemorillo","Valdemorillo,Community of Madrid,Spain","Municipality"
"Valdemoro, Madrid","Madrid","9049233","Valdemoro","Valdemoro,Community of Madrid,Spain","City"
"Valdepeñas, Ciudad Real","Ciudad Real","9049234","Valdepenas","Valdepenas,Castile-La Mancha,Spain","City"
"Valderredible, Cantabria","Cantabria","9212400","Valderredible","Valderredible,Cantabria,Spain","Municipality"
"Valdáliga, Cantabria","Cantabria","9214029","Valdaliga","Valdaliga,Cantabria,Spain","Municipality"
"Valdés, Asturias","Asturias","9216625","Valdes","Valdes,Asturias,Spain","Municipality"
"Valencia, Valencia","Valencia","9217987","Municipality of Valencia","Municipality of Valencia,Valencian Community,Spain","Municipality"
"Valencina de la Concepción, Sevilla","Sevilla","9237330","Valencina de la Concepcion","Valencina de la Concepcion,Andalusia,Spain","Municipality"
"Valladolid, Valladolid","Valladolid","1005546","Valladolid","Valladolid,Castile and Leon,Spain","City"
"Valldemossa, Baleares","Baleares","9210447","Valldemossa","Valldemossa,Balearic Islands,Spain","Municipality"
"Valle de Mena, Burgos","Burgos","9209474","Valle de Mena","Valle de Mena,Castile and Leon,Spain","Municipality"
"Vallehermoso, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9218813","Vallehermoso","Vallehermoso,Canary Islands,Spain","Municipality"
"Vallirana, Barcelona","Barcelona","9211948","Vallirana","Vallirana,Catalonia,Spain","City"
"Vallmoll, Tarragona","Tarragona","9218792","Vallmoll","Vallmoll,Catalonia,Spain","Municipality"
"Valls, Tarragona","Tarragona","9208376","Valls","Valls,Catalonia,Spain","Municipality"
"Vedra, A Coruña","A Coruña","9217093","Vedra","Vedra,Galicia,Spain","Municipality"
"Velilla de San Antonio, Madrid","Madrid","9236656","Velilla de San Antonio","Velilla de San Antonio,Community of Madrid,Spain","Municipality"
"Vera, Almería","Almería","9049237","Vera","Vera,Andalusia,Spain","City"
"Verea, Ourense","Ourense","9222665","Verea","Verea,Galicia,Spain","Municipality"
"Verín, Ourense","Ourense","9210391","Verin","Verin,Galicia,Spain","Municipality"
"Vespella de Gaià, Tarragona","Tarragona","9211743","Vespella de Gaia","Vespella de Gaia,Catalonia,Spain","Municipality"
"Vic, Barcelona","Barcelona","9196741","Vic","Vic,Catalonia,Spain","City"
"Vigo, Pontevedra","Pontevedra","1005518","Vigo","Vigo,Galicia,Spain","City"
"Vila-seca, Tarragona","Tarragona","9210753","Vila-seca","Vila-seca,Catalonia,Spain","Municipality"
"Vilabella, Tarragona","Tarragona","9220268","Vilabella","Vilabella,Catalonia,Spain","Municipality"
"Viladecans, Barcelona","Barcelona","9235599","Viladecans","Viladecans,Catalonia,Spain","Municipality"
"Vilafranca del Penedès, Barcelona","Barcelona","1005474","Vilafranca del Penedes","Vilafranca del Penedes,Catalonia,Spain","City"
"Vilagarcía de Arousa, Pontevedra","Pontevedra","9252302","Vilagarcia de Arousa","Vilagarcia de Arousa,Galicia,Spain","Municipality"
"Vilalba, Lugo","Lugo","9209172","Vilalba","Vilalba,Galicia,Spain","Municipality"
"Vilallonga de Ter, Girona","Girona","9213300","Vilallonga de Ter","Vilallonga de Ter,Catalonia,Spain","Municipality"
"Vilamartín de Valdeorras, Ourense","Ourense","9211626","Vilamartin de Valdeorras","Vilamartin de Valdeorras,Galicia,Spain","Municipality"
"Vilanova de Arousa, Pontevedra","Pontevedra","9217198","Vilanova de Arousa","Vilanova de Arousa,Galicia,Spain","Municipality"
"Vilanova del Camí, Barcelona","Barcelona","9223471","Vilanova del Cami","Vilanova del Cami,Catalonia,Spain","Municipality"
"Vilanova i la Geltrú, Barcelona","Barcelona","1005437","Vilanova i la Geltru","Vilanova i la Geltru,Catalonia,Spain","City"
"Vilassar de Dalt, Barcelona","Barcelona","9049238","Vilassar de Dalt","Vilassar de Dalt,Catalonia,Spain","City"
"Villa del Río, Córdoba","Córdoba","9236960","Villa del Rio","Villa del Rio,Andalusia,Spain","City"
"Villabona, Guipúzcoa","Guipúzcoa","9227013","Villabona","Villabona,Basque Country,Spain","Municipality"
"Villafranca de los Barros, Badajoz","Badajoz","9256217","Villafranca de los Barros","Villafranca de los Barros,Extremadura,Spain","City"
"Villalbilla, Madrid","Madrid","9212378","Villalbilla","Villalbilla,Community of Madrid,Spain","Municipality"
"Villamanta, Madrid","Madrid","9214090","Villamanta","Villamanta,Community of Madrid,Spain","Municipality"
"Villamantilla, Madrid","Madrid","9208031","Villamantilla","Villamantilla,Community of Madrid,Spain","Municipality"
"Villamayor, Salamanca","Salamanca","9250383","Villamayor","Villamayor,Castile and Leon,Spain","Municipality"
"Villanueva de Gállego, Zaragoza","Zaragoza","9234743","Villanueva de Gallego","Villanueva de Gallego,Aragon,Spain","Municipality"
"Villanueva de Oscos, Asturias","Asturias","9222329","Villanueva de Oscos","Villanueva de Oscos,Asturias,Spain","Municipality"
"Villanueva de la Cañada, Madrid","Madrid","9225174","Villanueva de la Canada","Villanueva de la Canada,Community of Madrid,Spain","Municipality"
"Villanueva de la Serena, Badajoz","Badajoz","9049241","Villanueva de la Serena","Villanueva de la Serena,Extremadura,Spain","City"
"Villanueva de la Torre, Guadalajara","Guadalajara","9253274","Villanueva de la Torre","Villanueva de la Torre,Castile-La Mancha,Spain","Municipality"
"Villanueva del Pardillo, Madrid","Madrid","9234506","Villanueva del Pardillo","Villanueva del Pardillo,Community of Madrid,Spain","Municipality"
"Villarejo de Salvanés, Madrid","Madrid","9245405","Villarejo de Salvanes","Villarejo de Salvanes,Community of Madrid,Spain","Municipality"
"Villarrobledo, Albacete","Albacete","9049243","Villarrobledo","Villarrobledo,Castile-La Mancha,Spain","City"
"Villarrubia de los Ojos, Ciudad Real","Ciudad Real","9236349","Villarrubia de los Ojos","Villarrubia de los Ojos,Castile-La Mancha,Spain","Municipality"
"Villarta-Quintana, La Rioja","La Rioja","9216053","Villarta-Quintana","Villarta-Quintana,La Rioja,Spain","Municipality"
"Villaverde del Río, Sevilla","Sevilla","9219885","Villaverde del Rio","Villaverde del Rio,Andalusia,Spain","Municipality"
"Villaviciosa de Odón, Madrid","Madrid","9049245","Villaviciosa de Odon","Villaviciosa de Odon,Community of Madrid,Spain","City"
"Villaviciosa, Asturias","Asturias","9210403","Villaviciosa","Villaviciosa,Asturias,Spain","Municipality"
"Villayón, Asturias","Asturias","9217122","Villayon","Villayon,Asturias,Spain","Municipality"
"Villena, Alicante","Alicante","9049246","Villena","Villena,Valencian Community,Spain","City"
"Vinaròs, Castellón","Castellón","9049247","Vinaros","Vinaros,Valencian Community,Spain","City"
"Vinyols i els Arcs, Tarragona","Tarragona","9216696","Vinyols i els Arcs","Vinyols i els Arcs,Catalonia,Spain","Municipality"
"Vitoria-Gasteiz, Álava","Álava","9215403","Vitoria-Gasteiz","Vitoria-Gasteiz,Basque Country,Spain","Municipality"
"Vélez-Blanco, Almería","Almería","9210027","Velez-Blanco","Velez-Blanco,Andalusia,Spain","Municipality"
"Vélez-Málaga, Málaga","Málaga","9221698","Velez-Malaga","Velez-Malaga,Andalusia,Spain","Municipality"
"Xove, Lugo","Lugo","9216465","Xove","Xove,Galicia,Spain","Municipality"
"Xàtiva, Valencia","Valencia","9049248","Xativa","Xativa,Valencian Community,Spain","City"
"Yecla, Murcia","Murcia","9218206","Yecla","Yecla,Region of Murcia,Spain","City"
"Zafra, Badajoz","Badajoz","9246819","Zafra","Zafra,Extremadura,Spain","Municipality"
"Zalla, Vizcaya","Vizcaya","9214801","Zalla","Zalla,Basque Country,Spain","Municipality"
"Zamora, Zamora","Zamora","9049250","Zamora","Zamora,Castile and Leon,Spain","City"
"Zamudio, Vizcaya","Vizcaya","1005523","Zamudio","Zamudio,Basque Country,Spain","City"
"Zaragoza, Zaragoza","Zaragoza","9218777","Municipality of Zaragoza","Municipality of Zaragoza,Aragon,Spain","Municipality"
"Zarautz, Guipúzcoa","Guipúzcoa","9263148","Zarautz","Zarautz,Basque Country,Spain","Municipality"
"Zas, A Coruña","A Coruña","9207319","Zas","Zas,Galicia,Spain","Municipality"
"Zumarraga, Guipúzcoa","Guipúzcoa","9247678","Zumarraga","Zumarraga,Basque Country,Spain","Municipality"
"Águilas, Murcia","Murcia","9048959","Aguilas","Aguilas,Region of Murcia,Spain","City"
"Ávila, Ávila","Ávila","1005449","Avila‎","Avila‎,Castile and Leon,Spain","City"
"Écija, Sevilla","Sevilla","9213918","Ecija","Ecija,Andalusia,Spain","City"
"Íscar, Valladolid","Valladolid","9256908","Iscar","Iscar,Castile and Leon,Spain","Municipality"
"Ólvega, Soria","Soria","9220777","Olvega","Olvega,Castile and Leon,Spain","Municipality"
"Úbeda, Jaén","Jaén","9049229","Ubeda","Ubeda,Andalusia,Spain","City"
