"unit_name","gid_4","province","area_km2","cells_centroid","cells_interior","interior_frac","nearest_targetable_km","n_touching"
"Donostia-San Sebastián, Guipúzcoa","ESP.16.2.1.32_1","Guipúzcoa",61.34,10,1,0.1,0,4
"Eibar, Guipúzcoa","ESP.16.2.1.33_1","Guipúzcoa",24.786,4,1,0.25,0,2
"Elgoibar, Guipúzcoa","ESP.16.2.1.36_1","Guipúzcoa",39.173,8,2,0.25,0,3
"Errenteria, Guipúzcoa","ESP.16.2.1.37_1","Guipúzcoa",32.271,6,0,0,0,3
"Eskoriatza, Guipúzcoa","ESP.16.2.1.39_1","Guipúzcoa",40.574,6,1,0.1667,0.388,0
"Hernani, Guipúzcoa","ESP.16.2.1.45_1","Guipúzcoa",39.746,6,0,0,0,4
"Hondarribia, Guipúzcoa","ESP.16.2.1.47_1","Guipúzcoa",28.429,6,2,0.3333,0,2
"Irun, Guipúzcoa","ESP.16.2.1.51_1","Guipúzcoa",41.448,7,2,0.2857,0,2
"Lasarte-Oria, Guipúzcoa","ESP.16.2.1.55_1","Guipúzcoa",5.969,1,0,0,0,4
"Legazpi, Guipúzcoa","ESP.16.2.1.58_1","Guipúzcoa",41.862,7,2,0.2857,0,2
"Lezo, Guipúzcoa","ESP.16.2.1.61_1","Guipúzcoa",8.695,1,0,0,0,3
"Oñati, Guipúzcoa","ESP.16.2.1.68_1","Guipúzcoa",107.114,19,10,0.5263,0,2
"Tolosa, Guipúzcoa","ESP.16.2.1.78_1","Guipúzcoa",37.41,6,0,0,0,1
"Urnieta, Guipúzcoa","ESP.16.2.1.79_1","Guipúzcoa",22.415,3,0,0,0,3
"Villabona, Guipúzcoa","ESP.16.2.1.82_1","Guipúzcoa",17.715,3,0,0,0,2
"Zarautz, Guipúzcoa","ESP.16.2.1.84_1","Guipúzcoa",14.37,3,0,0,4.5124,0
"Zumarraga, Guipúzcoa","ESP.16.2.1.90_1","Guipúzcoa",16.609,3,0,0,0,3
"Amorebieta-Etxano, Vizcaya","ESP.16.3.1.5_1","Vizcaya",58.115,9,2,0.2222,0,2
"Arratzu, Vizcaya","ESP.16.3.1.11_1","Vizcaya",10.289,2,0,0,0,1
"Arrigorriaga, Vizcaya","ESP.16.3.1.13_1","Vizcaya",16.033,4,0,0,0,2
"Barakaldo, Vizcaya","ESP.16.3.1.20_1","Vizcaya",28.975,6,1,0.1667,0,3
"Basauri, Vizcaya","ESP.16.3.1.22_1","Vizcaya",6.965,1,0,0,0,3
"Bermeo, Vizcaya","ESP.16.3.1.25_1","Vizcaya",33.939,6,1,0.1667,3.8145,0
"Bilbao, Vizcaya","ESP.16.3.1.28_1","Vizcaya",41.347,7,1,0.1429,0,8
"Derio, Vizcaya","ESP.16.3.1.30_1","Vizcaya",7.21,1,0,0,0,3
"Durango, Vizcaya","ESP.16.3.1.32_1","Vizcaya",14.902,3,0,0,0,1
"Erandio, Vizcaya","ESP.16.3.1.36_1","Vizcaya",17.671,4,0,0,0,6
"Galdakao, Vizcaya","ESP.16.3.1.44_1","Vizcaya",31.722,5,1,0.2,0,4
"Gernika-Lumo, Vizcaya","ESP.16.3.1.50_1","Vizcaya",8.348,2,0,0,0,1
"Getxo, Vizcaya","ESP.16.3.1.51_1","Vizcaya",11.748,1,0,0,0,3
"Leioa, Vizcaya","ESP.16.3.1.64_1","Vizcaya",8.621,1,0,0,0,4
"Loiu, Vizcaya","ESP.16.3.1.69_1","Vizcaya",15.792,3,0,0,0,4
"Maruri-Jatabe, Vizcaya","ESP.16.3.1.73_1","Vizcaya",15.881,3,0,0,3.8145,0
"Ondarroa, Vizcaya","ESP.16.3.1.85_1","Vizcaya",3.663,1,0,0,6.5279,0
"Portugalete, Vizcaya","ESP.16.3.1.90_1","Vizcaya",3.221,1,0,0,0,3
"Sestao, Vizcaya","ESP.16.3.1.92_1","Vizcaya",3.483,0,0,0,0,4
"Zalla, Vizcaya","ESP.16.3.1.102_1","Vizcaya",30.639,5,1,0.2,0,1
"Zamudio, Vizcaya","ESP.16.3.1.103_1","Vizcaya",18.493,3,0,0,0,4
"Avilés, Asturias","ESP.17.1.1.1_1","Asturias",25.027,5,0,0,0,2
"Castrillón, Asturias","ESP.17.1.1.3_1","Asturias",55.65,10,2,0.2,0,2
"Cudillero, Asturias","ESP.17.1.1.5_1","Asturias",102.015,20,5,0.25,0,3
"Gozón, Asturias","ESP.17.1.1.6_1","Asturias",82.621,16,5,0.3125,0,1
"Pravia, Asturias","ESP.17.1.1.9_1","Asturias",102.58,18,7,0.3889,0,3
"Soto del Barco, Asturias","ESP.17.1.1.10_1","Asturias",34.726,7,1,0.1429,0,2
"Aller, Asturias","ESP.17.1.2.1_1","Asturias",374.985,70,41,0.5857,0,3
"Lena, Asturias","ESP.17.1.2.2_1","Asturias",315.46,53,36,0.6792,0,3
"Mieres, Asturias","ESP.17.1.2.3_1","Asturias",145.506,23,14,0.6087,0,6
"El Franco, Asturias","ESP.17.1.3.4_1","Asturias",78.54,12,5,0.4167,0,1
"Navia, Asturias","ESP.17.1.3.7_1","Asturias",63.839,9,4,0.4444,0,2
"Tapia de Casariego, Asturias","ESP.17.1.3.12_1","Asturias",66.865,12,0,0,0,1
"Valdés, Asturias","ESP.17.1.3.14_1","Asturias",354.184,64,36,0.5625,0,5
"Villanueva de Oscos, Asturias","ESP.17.1.3.16_1","Asturias",73.042,11,4,0.3636,0.2381,0
"Villayón, Asturias","ESP.17.1.3.17_1","Asturias",132.109,24,10,0.4167,0,3
"Gijón, Asturias","ESP.17.1.4.2_1","Asturias",181.984,34,16,0.4706,0,2
"Villaviciosa, Asturias","ESP.17.1.4.3_1","Asturias",272.436,45,30,0.6667,0,2
"Cangas del Narcea, Asturias","ESP.17.1.5.2_1","Asturias",822.149,144,114,0.7917,0,1
"Tineo, Asturias","ESP.17.1.5.5_1","Asturias",540.028,95,65,0.6842,0,5
"Langreo, Asturias","ESP.17.1.6.2_1","Asturias",82.35,16,4,0.25,0,4
"San Martín del Rey Aurelio, Asturias","ESP.17.1.6.4_1","Asturias",55.802,9,2,0.2222,0,4
"Cangas de Onís, Asturias","ESP.17.1.7.3_1","Asturias",212.589,38,20,0.5263,0,2
"Llanes, Asturias","ESP.17.1.7.6_1","Asturias",265.545,47,24,0.5106,0,2
"Ribadesella, Asturias","ESP.17.1.7.14_1","Asturias",84.213,14,4,0.2857,0,2
"Belmonte de Miranda, Asturias","ESP.17.1.8.1_1","Asturias",207.38,35,21,0.6,0,3
"Bimenes, Asturias","ESP.17.1.8.2_1","Asturias",32.76,5,2,0.4,0,2
"Grado, Asturias","ESP.17.1.8.4_1","Asturias",221.121,38,19,0.5,0,3
"Morcín, Asturias","ESP.17.1.8.7_1","Asturias",49.944,8,0,0,0,2
"Noreña, Asturias","ESP.17.1.8.9_1","Asturias",5.217,1,0,0,0,1
"Oviedo, Asturias","ESP.17.1.8.10_1","Asturias",186.55,33,15,0.4545,0,4
"Quirós, Asturias","ESP.17.1.8.12_1","Asturias",208.816,38,22,0.5789,0,2
"Salas, Asturias","ESP.17.1.8.15_1","Asturias",226.665,42,21,0.5,0,6
"Siero, Asturias","ESP.17.1.8.18_1","Asturias",211.416,37,17,0.4595,0,7
"Jumilla, Murcia","ESP.18.1.1.1_1","Murcia",971.279,162,128,0.7901,0,4
"Yecla, Murcia","ESP.18.1.1.2_1","Murcia",602.056,98,74,0.7551,0,5
"Águilas, Murcia","ESP.18.1.2.1_1","Murcia",251.963,43,23,0.5349,0,1
"Lorca, Murcia","ESP.18.1.2.2_1","Murcia",1674.963,273,209,0.7656,0,7
"Alhama de Murcia, Murcia","ESP.18.1.3.2_1","Murcia",311.084,51,29,0.5686,0,3
"Mazarrón, Murcia","ESP.18.1.3.4_1","Murcia",318.669,52,32,0.6154,0,4
"Totana, Murcia","ESP.18.1.3.5_1","Murcia",289.101,50,25,0.5,0,3
"Cartagena, Murcia","ESP.18.1.4.1_1","Murcia",571.568,94,52,0.5532,0,5
"La Unión, Murcia","ESP.18.1.4.3_1","Murcia",25.617,5,0,0,0,1
"Alcantarilla, Murcia","ESP.18.1.5.1_1","Murcia",17.628,3,0,0,0,1
"Santomera, Murcia","ESP.18.1.5.4_1","Murcia",44.187,8,1,0.125,0,2
"Los Alcázares, Murcia","ESP.18.1.6.1_1","Murcia",20.075,3,0,0,0,3
"San Javier, Murcia","ESP.18.1.6.2_1","Murcia",68.51,11,2,0.1818,0,4
"Torre-Pacheco, Murcia","ESP.18.1.6.4_1","Murcia",188.998,31,18,0.5806,0,4
"Bullas, Murcia","ESP.18.1.7.1_1","Murcia",81.778,14,6,0.4286,0,1
"Calasparra, Murcia","ESP.18.1.7.2_1","Murcia",185.717,31,18,0.5806,0,3
"Caravaca de la Cruz, Murcia","ESP.18.1.7.3_1","Murcia",857.546,141,108,0.766,0,3
"Cehegín, Murcia","ESP.18.1.7.4_1","Murcia",299.546,48,33,0.6875,0,4
"Cieza, Murcia","ESP.18.1.11.3_1","Murcia",366.3,58,43,0.7414,0,3
"Archena, Murcia","ESP.18.1.12.2_1","Murcia",16.477,2,0,0,0,2
"Ceutí, Murcia","ESP.18.1.12.3_1","Murcia",10.157,2,0,0,0,1
"Las Torres de Cotillas, Murcia","ESP.18.1.12.4_1","Murcia",38.869,7,1,0.1429,0,2
"Molina de Segura, Murcia","ESP.18.1.12.6_1","Murcia",170.28,28,12,0.4286,0,3
"Jerez de la Frontera, Cádiz","ESP.1.2.2.1_1","Cádiz",1186.645,194,136,0.701,0,7
"La Rambla, Córdoba","ESP.1.3.1.3_1","Córdoba",8.548,1,0,0,0,2
"Moguer, Huelva","ESP.1.5.4.6_1","Huelva",367.848,59,31,0.5254,0,5
"Úbeda, Jaén","ESP.1.6.4.8_1","Jaén",404.56,68,31,0.4559,0,4
"Málaga, Málaga","ESP.1.7.1.17_1","Málaga",394.534,62,40,0.6452,0,3
"Sevilla, Sevilla","ESP.1.8.3.15_1","Sevilla",141.27,22,10,0.4545,0,11
"Zaragoza, Zaragoza","ESP.2.3.2.61_1","Zaragoza",1061.13,181,121,0.6685,0,3
"Cuenca, Cuenca","ESP.4.3.2.4_1","Cuenca",953.025,158,59,0.3734,35.6823,0
"Torrejón del Rey, Guadalajara","ESP.4.4.4.54_1","Guadalajara",24.944,3,1,0.3333,0,1
"Soria, Soria","ESP.5.7.2.50_1","Soria",271.743,47,13,0.2766,0,1
"Alicante, Alicante","ESP.10.1.1.3_1","Alicante",201.999,35,9,0.2571,0,5
"Valencia, Valencia","ESP.10.3.4.1_1","Valencia",136.02,24,4,0.1667,0,17
"Xàtiva, Valencia","ESP.10.3.5.19_1","Valencia",84.833,15,0,0,0,3
"Badajoz, Badajoz","ESP.11.1.1.2_1","Badajoz",1469.583,249,159,0.6386,0,3
"Palma de Mallorca, Baleares","ESP.13.1.6.3_1","Baleares",210.865,34,13,0.3824,0,9
"Villarta-Quintana, La Rioja","ESP.15.1.3.74_1","La Rioja",24.592,4,0,0,2.3571,0
"Amurrio, Álava","ESP.16.1.1.1_1","Álava",96.051,17,5,0.2941,0,1
"Murcia, Murcia","ESP.18.1.4.4_1","Murcia",884.618,142,102,0.7183,0,10
